"location_name","year","real_gdp_lc","population","real_gdp_usd"
"Nigeria",2015,998931446583.028,192678416.030747,486803295097.89
"Nigeria",2016,982780034192.258,198076472.014208,478932323772.273
"Nigeria",2017,990700126987.351,203552375.984882,482791975286.219
"Nigeria",2018,1009748886411.97,209113827.847129,492074893435.56
"Nigeria",2019,1032048476445.27,214823785.7115,502942019447.736
"Peru",1990,115857374579.764,21729937.4549785,59593009486.0916
"Peru",1991,118428549911.38,22130007.6856802,60915532773.7387
"Peru",1992,117788432792.831,22524150.1381258,60586278760.7225
"Peru",1993,123964759972.525,22914078.8054402,63763166943.6607
"Peru",1994,139222796570.106,23298519.5513724,71611371022.1401
"Peru",1995,149541148019.887,23677673.9456633,76918772627.4153
"Peru",1996,153726764495.18,24053100.9940904,79071708366.0509
"Peru",1997,163683377119.305,24424888.6143406,84193044083.4447
"Peru",1998,163042495225.226,24790314.8782985,83863396696.4583
"Peru",1999,165479834839.104,25151537.7447001,85117079539.329
"Peru",2000,169938476178.581,25508090.6778387,87410449785.3084
"Peru",2001,170988512981.172,25859343.8149889,87950552246.3255
"Peru",2002,180313421017.577,26205859.3365816,92746961064.3748
"Peru",2003,187823516721.464,26544600.7382661,96609893451.2561
"Peru",2004,197136188349.39,26877381.4242483,101400008285.783
"Peru",2005,209526316709.744,27206641.3433308,107773059976.197
"Peru",2006,225301341565.557,27533000.5210707,115887184858.498
"Peru",2007,244493383489.085,27857405.1073321,125758904639.434
"Peru",2008,266807239125.777,28178384.3358219,137236376966.525
"Peru",2009,269730975976.69,28519345.7836463,138740245654.411
"Peru",2010,292206199250.197,28910710.9865036,150300719889.204
"Peru",2011,310694647686.192,29392582.6199547,159810535617.601
"Peru",2012,329770443729.172,30002467.5780669,169622462555.073
"Peru",2013,349070319002.42,30779213.3568004,179549648065.8
"Peru",2014,357385723339.321,31518306.7890052,183826803243.25
"Peru",2015,369008781843.158,32123369.0304667,189805300841.603
"Peru",2016,383596875076.523,32622505.8903331,197308909322.23
"Peru",2017,393259049121.626,33235028.4690887,202278796061.116
"Peru",2018,408868117687.445,33688266.5488881,210307558791.895
"Peru",2019,417879467756.579,33995397.384855,214942684282.182
"Poland",1990,431222044557.598,38157806.7751456,195133033161.457
"Poland",1991,400969322234.922,38249590.3267818,181443321462.531
"Poland",1992,411053614927.884,38315029.6973353,186006582189.344
"Poland",1993,426420074587,38364755.5411282,192960085425.276
"Poland",1994,448989645072.257,38395442.4536466,203173080798.594
"Poland",1995,480880775841.745,38404624.2300052,217604191537.339
"Poland",1996,510288489110.083,38400038.0865872,230911526727.683
"Poland",1997,543197316042.918,38385706.77251,245803156917.363
"Poland",1998,568405099925.379,38362329.8563628,257209974797.719
"Poland",1999,594863365295.846,38329131.9915761,269182650218.862
"Poland",2000,621995237431.301,38292279.3262255,281460140602.202
"Poland",2001,629822911518.435,38258853.1325858,285002254940.974
"Poland",2002,642645476499.997,38227360.0631582,290804615996.817
"Poland",2003,665127761818.116,38201449.5883478,300978113808.197
"Poland",2004,698269918161.278,38184522.9570939,315975328292.877
"Poland",2005,722757194894.766,38181015.6669521,327056108237.167
"Poland",2006,767070436448.409,38194430.7872524,347108369810.32
"Poland",2007,821237448677.349,38224249.731511,371619578193.394
"Poland",2008,855729163569.686,38268076.0827203,387227483751.161
"Poland",2009,879964936994.052,38319168.5662572,398194455498.077
"Poland",2010,912880212729.686,38371076.7804434,413089003846.664
"Poland",2011,956311727064.407,38416490.2985458,432742273511.076
"Poland",2012,968981865798.016,38446367.6582904,438475659901.844
"Poland",2013,979890308858.181,38462497.5106728,443411858336.649
"Poland",2014,1012996703658.55,38474580.6993524,458392890303.754
"Poland",2015,1055910555005.04,38481351.7590316,477811911394.084
"Poland",2016,1089084369107.39,38482942.0720484,492823451386.125
"Poland",2017,1141694288588.02,38480908.3524202,516630057036.742
"Poland",2018,1202817214016.77,38466580.7067833,544288897731.795
"Poland",2019,1259890291288.39,38434444.9228139,570115134633.24
"Russian Federation",1990,3178789510692.26,151023674.382027,1161487695457.81
"Russian Federation",1991,3018357928804.38,151514092.381393,1102868114734.13
"Russian Federation",1992,2579758111413.28,151765835.957031,942609535354.691
"Russian Federation",1993,2356130738812.49,151665109.770043,860899047519.714
"Russian Federation",1994,2059970854378.75,151300234.202065,752686138014.082
"Russian Federation",1995,1974615376879.48,150884495.067161,721498374080.086
"Russian Federation",1996,1900467198324.36,150530110.304465,694405609132.078
"Russian Federation",1997,1927072138995.13,150250795.840291,704126703002.417
"Russian Federation",1998,1824938055136.31,149983881.60861,666808257949.712
"Russian Federation",1999,1941732533805.55,149588823.848031,709483417602.604
"Russian Federation",2000,2135907084569.99,149082073.96138,780432233409.801
"Russian Federation",2001,2244839440007.34,148576244.522501,820234677092.259
"Russian Federation",2002,2350346712051.79,148090967.970052,858785640548.236
"Russian Federation",2003,2521920901963,147601578.299065,921476583049.999
"Russian Federation",2004,2703497892225.57,147108809.851454,987822416663.347
"Russian Federation",2005,2876520823211.47,146553003.446707,1051042710015.96
"Russian Federation",2006,3112397494085.71,146037203.762942,1137228929627.05
"Russian Federation",2007,3376950589149.21,145727741.194629,1233893135821.89
"Russian Federation",2008,3552550981878.81,145541185.329451,1298055199647.43
"Russian Federation",2009,3275452221520.73,145436890.272036,1196806973081.95
"Russian Federation",2010,3422847571490.17,145392364.891402,1250663286871.01
"Russian Federation",2011,3570031016049.49,145435744.291318,1304442173222.47
"Russian Federation",2012,3713692139974.43,145605869.137647,1356934050143.93
"Russian Federation",2013,3778883114348.69,145818124.352188,1380753971008.75
"Russian Federation",2014,3806705792055.25,146030595.272383,1390920009905.68
"Russian Federation",2015,3731610175003.83,146234063.021791,1363481063446.77
"Russian Federation",2016,3738837933428.46,146405827.106294,1366121990896.57
"Russian Federation",2017,3807101264909.28,146559555.250292,1391064510462.35
"Russian Federation",2018,3913975940441.31,146682140.849793,1430115105089.32
"Russian Federation",2019,3993546395726.8,146717427.495964,1459189098326.43
"South Africa",1990,414406429730.625,36829455.0945087,185160490990.624
"South Africa",1991,410186861107.232,37664592.4086143,183275150074.018
"South Africa",1992,401420934535.096,38513419.1202307,179358455853.951
"South Africa",1993,406372541698.859,39381145.421479,181570878123.149
"South Africa",1994,419376463045.298,40267963.9804435,187381146228.486
"South Africa",1995,432377133401.984,41165523.3808016,193189961762.588
"South Africa",1996,450969350126.457,42071721.7287508,201497130113.101
"South Africa",1997,462694553236.344,42967781.0306205,206736055498.991
"South Africa",1998,465008026004.106,43835951.0566832,207769735777.192
"South Africa",1999,476168218616.409,44678035.9439631,212756209430.574
"South Africa",2000,496167283801.528,45475581.4773108,221691970228.101
"South Africa",2001,509563800465.117,46211361.8478455,227677653424.683
"South Africa",2002,528419568909.918,46875099.443878,236102579035.79
"South Africa",2003,544003060782.332,47465881.9494149,243065422272.369
"South Africa",2004,568780006082.761,47994736.4762933,254135982543.496
"South Africa",2005,598794822615.523,48477051.6658449,267546870424.295
"South Africa",2006,632350125561.164,48924575.2758978,282539679229.874
"South Africa",2007,666247089971.937,49357887.1353052,297685145427.081
"South Africa",2008,687507327004.33,49796822.2888619,307184409060.741
"South Africa",2009,676932851503.589,50251073.1365589,302459639039.778
"South Africa",2010,697509801974.927,50727494.107293,311653604140.269
"South Africa",2011,719610792599.171,51232645.5017902,321528523981.702
"South Africa",2012,736854339454.923,51770165.9446456,329233094599.263
"South Africa",2013,755168618329.594,52330033.043136,337416077838.151
"South Africa",2014,765845392014.537,52895031.6223129,342186555600.731
"South Africa",2015,775968813043.715,53450948.4092771,346709790458.563
"South Africa",2016,781125531699.056,53993576.2102403,349013858372.625
"South Africa",2017,790170550983.232,54522942.6701982,353055253707.071
"South Africa",2018,801925265373.742,55052072.1023065,358307364996.503
"South Africa",2019,802831871531.356,55588424.5221186,358712444718.331
"Spain",1990,1070558378398.64,38781370.4968433,737019496584.769
"Spain",1991,1097814800580.42,38868248.7816262,755784017007.437
"Spain",1992,1108015866402.98,38963871.2849341,762806879607.809
"Spain",1993,1096586772895.41,39066365.7034194,754938588710.898
"Spain",1994,1122720578385.82,39182281.0633559,772930250403.552
"Spain",1995,1153679530908.98,39320100.5766618,794243755639.522
"Spain",1996,1184373456934.88,39494274.1516151,815374804972.54
"Spain",1997,1228225835056.49,39718453.4350019,845564711753.314
"Spain",1998,1282182254748.16,40001491.1849397,882710685369.584
"Spain",1999,1339758537546.96,40355860.1841331,922348732037.409
"Spain",2000,1410042199157.1,40810156.8852519,970735097454.978
"Spain",2001,1465498437519.32,41374770.5674893,1008913612242.14
"Spain",2002,1505521525651.77,42027004.814593,1036467267290.14
"Spain",2003,1550414594279.47,42727737.173179,1067373631209.9
"Spain",2004,1598830867453.38,43436203.3243124,1100705524174.5
"Spain",2005,1657220693140.08,44146409.274454,1140903649565.53
"Spain",2006,1725211935879.96,44836167.5211956,1187711812957.12
"Spain",2007,1787400443011.53,45504907.8606061,1230525117812.13
"Spain",2008,1803257279933.43,46132688.2970398,1241441662114.08
"Spain",2009,1735396526250.81,46637796.9871479,1194723333131.55
"Spain",2010,1738225400134.26,46976019.3335233,1196670854394.8
"Spain",2011,1724069753884.88,47151798.3984575,1186925484611.08
"Spain",2012,1673046921517.68,47174029.98981,1151799121598.68
"Spain",2013,1649032102052.6,47074294.3142317,1135266263129.81
"Spain",2014,1671853188290.09,46911949.0180206,1150977303115.72
"Spain",2015,1735971644688.39,46735918.0690528,1195119269971.52
"Spain",2016,1788594176239.12,46563112.2093055,1231346936295.09
"Spain",2017,1841780549395.31,46389646.5948789,1267962775991.18
"Spain",2018,1883934958796.44,46209720.0646715,1296983726387.29
"Spain",2019,1923218608937.71,46021217.7361228,1324028319783.9
"Sweden",1990,292342589047.893,8588882.99004922,295881542676.808
"Sweden",1991,288992416447.247,8647229.45360283,292490814556.963
"Sweden",1992,285644171233.113,8702214.33699277,289102037155.611
"Sweden",1993,279743858473.285,8751412.96343593,283130298151.25
"Sweden",1994,290737716123.949,8793092.22187521,294257241961.393
"Sweden",1995,302178806162.26,8824859.64107587,305836832131.49
"Sweden",1996,306951588675.273,8846212.92147089,310667391570.025
"Sweden",1997,316376618833.072,8861237.30196608,320206516443.849
"Sweden",1998,330018260897.139,8874244.94689305,334013297425.391
"Sweden",1999,344034744145.196,8887877.92087319,348199457231.41
"Sweden",2000,360432640290.285,8904843.88790855,364795858131.684
"Sweden",2001,365657106430.004,8927036.71090728,370083569053.714
"Sweden",2002,373690304416.503,8955797.02108858,378214012929.902
"Sweden",2003,382321842642.945,8991727.88747966,386950040254.662
"Sweden",2004,398902591003.098,9033876.05269643,403731506887.751
"Sweden",2005,410306431198.75,9082556.8117803,415273396287.166
"Sweden",2006,429438090953.82,9138991.24563322,434636654376.703
"Sweden",2007,444207419292.345,9201969.83271973,449584772840.507
"Sweden",2008,442206001645.583,9270876.51013283,447559127029.566
"Sweden",2009,423015187266.165,9346058.26523316,428135998219.291
"Sweden",2010,448193503870.461,9425750.22880682,453619110971.171
"Sweden",2011,462514779856.249,9507213.66854684,468113753183.843
"Sweden",2012,459793784274.097,9591211.85816367,465359818585.788
"Sweden",2013,465255103186.95,9679353.66894857,470887249502.535
"Sweden",2014,477620645295.275,9771160.84385153,483402482698.498
"Sweden",2015,499062380984.548,9865173.59996815,505103781349.757
"Sweden",2016,509395932462.041,9958754.972913,515562425649.407
"Sweden",2017,522476835542.435,10049054.0498468,528801679620.708
"Sweden",2018,532665253199.002,10136504.7208887,539113433181.757
"Sweden",2019,543245028479.227,10222545.7537205,549821281946.735
"Turkey",1990,681003078590.509,59772730.2678423,288740474060.216
"Turkey",1991,685908200997.455,60902865.7323295,290820211162.193
"Turkey",1992,720448034016.13,61979812.223939,305464855325.057
"Turkey",1993,775571423748.613,63013782.5583695,328836781507.983
"Turkey",1994,739366606775.355,64007902.9031911,313486195960.325
"Turkey",1995,797615881250.547,64966954.5404997,338183475098.096
"Turkey",1996,856477257076.237,65898790.4975629,363140280866.026
"Turkey",1997,921378222805.483,66804700.7663216,390657829906.207
"Turkey",1998,943529539715.799,67678111.6699602,400049831127.377
"Turkey",1999,912740581874.789,68504267.0470372,386995531429.888
"Turkey",2000,976023074296.955,69269021.3806023,413826859269.854
"Turkey",2001,919901683550.057,69977238.7407445,390031787736.966
"Turkey",2002,979214387209.344,70677922.8203217,415179953304.473
"Turkey",2003,1035648530177.5,71362183.2787301,439107629560.404
"Turkey",2004,1137100001409.4,71971164.9228018,482122333632.277
"Turkey",2005,1239351500966.41,72511899.2132815,525476244038.33
"Turkey",2006,1325461495593.74,73021350.6750201,561986270867.401
"Turkey",2007,1392311251253.93,73510539.4105615,590330093012.939
"Turkey",2008,1403658930084.4,73958882.1247854,595141428332.854
"Turkey",2009,1335958298911.15,74345198.8319196,566436841006.172
"Turkey",2010,1448540898468.99,74765800.4906721,614171064520.319
"Turkey",2011,1610779080942.57,75365399.2123965,682958902917.534
"Turkey",2012,1687911119825.11,76213120.3175034,715662340203.413
"Turkey",2013,1831144168517.56,77328735.3225651,776392136706.161
"Turkey",2014,1921597474636.28,78447284.3136655,814743696794.687
"Turkey",2015,2038516821336.51,79340127.5277008,864316670330.882
"Turkey",2016,2106258451913.1,80100593.4251364,893038641113.713
"Turkey",2017,2264269908091.15,80666154.908465,960034377547.426
"Turkey",2018,2331742552755.64,81032871.1933021,988642300211.803
"Turkey",2019,2352485388488.15,81359692.9303787,997437115405.82
"United Kingdom",1990,1787110375687.49,57473216.9288791,1801533517464.78
"United Kingdom",1991,1767396374006.97,57607305.4299477,1781660410982.96
"United Kingdom",1992,1774485084078.42,57763024.6022014,1788806331550.06
"United Kingdom",1993,1818666763534.25,57931800.0815188,1833344585862.95
"United Kingdom",1994,1888612853987.15,58115446.7389781,1903855186708.2
"United Kingdom",1995,1936426299125.83,58315430.6616625,1952054517412.47
"United Kingdom",1996,1983453242430.37,58536415.4665785,1999460998701.84
"United Kingdom",1997,2080821472647.71,58785897.9114203,2097615053794.97
"United Kingdom",1998,2146450027882.53,59047772.8611908,2163773274107.94
"United Kingdom",1999,2210631275826.27,59302929.4984981,2228472506419.7
"United Kingdom",2000,2291813815825.91,59557737.8287301,2310310242259.62
"United Kingdom",2001,2339315238781.37,59826726.9677546,2358195032558.94
"United Kingdom",2002,2388984112668.27,60115997.5878159,2408264766526.86
"United Kingdom",2003,2461367701666.11,60436649.6485746,2481232538113.9
"United Kingdom",2004,2519348411794.58,60798469.00042,2539681190241.87
"United Kingdom",2005,2584682170545.18,61199877.4155824,2605542234871.46
"United Kingdom",2006,2651473063388.92,61636636.809248,2672872173613
"United Kingdom",2007,2711647896547.77,62105374.8077526,2733532656769.68
"United Kingdom",2008,2705149755456.56,62588204.6417398,2726982071458.17
"United Kingdom",2009,2590252407818.98,63077684.732029,2611157427578.93
"United Kingdom",2010,2645462037057.95,63577097.1639957,2666812634394.31
"United Kingdom",2011,2684021323230.37,64070291.1210903,2705683119057.25
"United Kingdom",2012,2723473417715.04,64534141.510539,2745453617575.54
"United Kingdom",2013,2774947564861.64,64961868.2116041,2797343194531.22
"United Kingdom",2014,2857950820022.01,65368083.4198235,2881016339886.08
"United Kingdom",2015,2932903343315.73,65763782.9029347,2956573778737.76
"United Kingdom",2016,2999288541091.92,66147938.0388432,3023494748188.97
"United Kingdom",2017,3063306948134.75,66523624.0213368,3088029825367.96
"United Kingdom",2018,3113879863562.9,66882536.082027,3139010897079.7
"United Kingdom",2019,3165942197251,67220446.9393551,3191493407624.4
"United States of America",1990,10093989661327.6,253605577.348783,9804840807000
"United States of America",1991,10083061424936.8,256407531.893241,9794225617000
"United States of America",1992,10438231266479.2,259199026.483214,10139221389000
"United States of America",1993,10725468535601.7,261928157.189776,10418230561000
"United States of America",1994,11157575489424.8,264585943.530854,10837959532000
"United States of America",1995,11457069058167.2,267211573.65063,11128873914000
"United States of America",1996,11889294492954.1,269823901.268284,11548717972000
"United States of America",1997,12410256647397.4,272481986.7261,12054756829000
"United States of America",1998,12966410827138.5,275176563.172281,12594979613000
"United States of America",1999,13582734932260.6,277906660.151681,13193648716000
"United States of America",2000,14143360145648.7,280681769.468788,13738214458000
"United States of America",2001,14284559079314.7,283445253.125824,13875368657000
"United States of America",2002,14533352566469,286202437.817041,14117035294000
"United States of America",2003,14949182415099.3,289006392.718643,14520953428000
"United States of America",2004,15517085579083.6,291859776.433278,15072588639000
"United States of America",2005,16062233970920.8,294756652.389408,15602120903000
"United States of America",2006,16520806300529.3,297709207.205644,16047557132000
"United States of America",2007,16830764952336.3,300693771.787063,16348636818000
"United States of America",2008,16807777526679,303597885.585003,16326307882000
"United States of America",2009,16381405042441.5,306354111.742461,15912149113000
"United States of America",2010,16801386027043.2,308963220.579558,16320099471000
"United States of America",2011,17061947886833.7,311450116.743033,16573197368000
"United States of America",2012,17445764227858.7,313850574.908228,16946019042000
"United States of America",2013,17767129348328.8,316179477.4929,17258178451000
"United States of America",2014,18215922317850.4,318456984.947184,17694115456000
"United States of America",2015,18776155677330.2,320644690.691496,18238300569000
"United States of America",2016,19097495832657.7,322670865.457127,18550435728000
"United States of America",2017,19542979183000,324552201.225562,18983157920000
"United States of America",2018,20128577587582,326319089.279729,19551981480000
"United States of America",2019,20563591679246.6,327978729.925463,19974534312000
"Uruguay",1990,34411212184.2178,3139417.61740379,23958440935.2029
"Uruguay",1991,35628959087.489,3159389.82009361,24806284280.5597
"Uruguay",1992,38454901478.4848,3178670.54612247,26773816650.4891
"Uruguay",1993,39476858215.6713,3197215.35086626,27485343172.5756
"Uruguay",1994,42351303527.4804,3215417.13426603,29486645185.878
"Uruguay",1995,41738226494.2822,3233273.94599539,29059796814.191
"Uruguay",1996,44066367139.517,3250166.05126148,30680740006.7497
"Uruguay",1997,47833020600.8436,3265441.68402781,33303232466.2847
"Uruguay",1998,49994542231.771,3278337.75317674,34808168940.1149
"Uruguay",1999,49025041992.6726,3288845.8712049,34133164697.5803
"Uruguay",2000,48078892687.1007,3297930.90439985,33474418294.4582
"Uruguay",2001,46230677574.0132,3306161.1369455,32187618155.4394
"Uruguay",2002,42656118252.6399,3313308.79284284,29698869200.2434
"Uruguay",2003,42999621111.7939,3319369.60044902,29938029416.9209
"Uruguay",2004,45151391095.3424,3324704.2808516,31436176409.8546
"Uruguay",2005,48519744533.0914,3330132.04775438,33781356709.0888
"Uruguay",2006,50508363799.6715,3336013.65015481,35165911748.4727
"Uruguay",2007,53812373893.5871,3341903.53175833,37466293678.0781
"Uruguay",2008,57674027693.407,3348264.98780781,40154929114.1067
"Uruguay",2009,60121421699.2389,3355942.05296832,41858901192.1605
"Uruguay",2010,64812942531.2416,3364088.62724975,45125322733.7231
"Uruguay",2011,68158672844.9449,3371988.4814958,47454751923.1645
"Uruguay",2012,70570248494.2376,3379481.23975946,49133785850.974
"Uruguay",2013,73842971037.4088,3387513.35009238,51412384155.7392
"Uruguay",2014,76234590698.07,3396101.46540022,53077523938.4551
"Uruguay",2015,76517223783.9927,3404846.32992336,53274304222.136
"Uruguay",2016,77810210426.862,3413319.58962209,54174532436.9212
"Uruguay",2017,79076769218.66,3421401.37883854,55056360541.1392
"Uruguay",2018,79454682779.5513,3428964.06899557,55319478843.3587
"Uruguay",2019,79733129453.3458,3436136.69871619,55513344382.0673
"Global",1990,51091242790155.8,5349847687.12039,35843022940264.6
"Global",1991,51780665178950.3,5432749143.20385,36361271036866.6
"Global",1992,52596449885657.9,5514502679.77064,37108664122796.7
"Global",1993,53464195268177.6,5594965199.46822,37779546499530.8
"Global",1994,54964595689685.6,5675159816.62734,39025101349280.2
"Global",1995,56685632586016,5755320348.90858,40230654845258.1
"Global",1996,58833191154435.2,5836023416.59317,41684552604553.5
"Global",1997,61105927424204.3,5916721055.54805,43297269129890.2
"Global",1998,62601596529277.6,5996594265.15296,44506636815367.8
"Global",1999,64776911663854,6075911237.45137,46066534448652.7
"Global",2000,67840633822135.2,6155409246.18943,48140001787003.1
"Global",2001,69394734270956,6235525182.81536,49102706293100.6
"Global",2002,71269822006323.4,6316473135.67039,50250590074895.9
"Global",2003,73921373647594.9,6397854819.34707,51838634036947.3
"Global",2004,77674450562111.6,6479707013.48798,54161233311650.6
"Global",2005,81208530286352.8,6561892000.52541,56353970775737.3
"Global",2006,85376220799260.3,6645998171.07706,58887434411236.8
"Global",2007,89779608457518.9,6732947419.23497,61501366222913.3
"Global",2008,92168566449305.7,6819313522.63813,62731550647349.1
"Global",2009,91520565911599,6903480101.96256,61911084381469.6
"Global",2010,96144588608797.9,6987319280.68748,64694120917945
"Global",2011,99861184956306.4,7071902345.17536,66854588709443.3
"Global",2012,102979665766381,7157214714.73287,68641282553982.5
"Global",2013,106354162832502,7242360592.53533,70593736843923.8
"Global",2014,109993694611275,7326205519.66063,72794979296549.3
"Global",2015,113726687938164,7409940790.37109,75100825214751.5
"Global",2016,117454188593515,7494563644.74217,77222100192971.6
"Global",2017,121870884368958,7578009141.49823,79843511322075.4
"Global",2018,126229581821792,7658565143.69507,82448562920018.5
"Global",2019,129799089714905,7737464622.80812,84593996092259
